Chapter,Verse,Text
18,63,"Such is the wisdom that I have taught you, the most secret of secrets! Consider it fully. And then do what you wish."
18,64,"Listen once more to this my final doctrine, the most secret of all secrets! My love for you is firm. Thus I will tell you what is good for you."
18,65,"Direct your mind to me. Direct your devotion to me. Make your sacrifices to me. Give me your homage. Thus you will come to me. I promise this to you truly, for you are dear to me!"
18,66,Surrender all of your caste duties to me. Come to me as your only refuge. I will set you free from all evil. Do not worry!
18,67,"You must not speak of this to anyone who does not practice austerity or devotion, or to anyone who does not want to hear it, or to anyone who would dispute it."
18,68,"But whoever reveals this highest secret doctrine to those who are devoted to me, and who gives me his utmost devotion--without fail, he will come to me."
18,69,"No one does more precious service to me than this one, among all men, nor will there ever be any other man on earth more precious to me!"
18,70,"And whoever studies and memorizes our dialogue on sacred duty, Arjuna, I consider him to have worshipped me with a sacrifice that is wisdom"
18,71,"And a man who simply listens with faith and without disputing will also be set free, and will attain to the luminous worlds of the meritorious."
18,72,"Have you listened to this doctrine with your mind fully focused on it alone? Arjuna, has this delusion born of ignorance departed from you?"
18,73,"Arjuna spoke: It has departed, Krsna. And by your grace my memory has returned. I am firm now. All my doubts are gone. I will do as you say."
18,74,"Sanjaya spoke: Thus I have heard this astonishing dialogue that makes the hair stand on end, the discourse between Krsna and the great soul Arjuna."
18,75,"I have heard this supreme secret doctrine by the grace of Vyasa, this doctrine of yoga, exactly as it was taught by Krsna, the lord of yoga, himself."
18,76,"O king, I remember, I memorize, this astonishing auspicious discourse between Krsna and Arjuna. And time after time it thrills me!"
18,77,"And I remember, I memorize also, that wonderfully beautiful form that Krsna wears. My king, it fills me with wonder. And again and again it thrills me!"
18,78,"Wherever Krsna, the lord of yoga, is, and wherever Arjuna the archer is, there also will be good fortune, and victory, and prosperity, and steadfast guidance. This I know!"
